SortIt	Order	Date	Image_Name	SiteNo	SideNo	LFC	LFCC	LFCCR	DF	Pelicans	Grebes	Cormorant	Percent_Obstructed	Exposure	Image_Clarity	Water_Clarity	Month	Day	Year	Time	Time_as_Num	Discharge_cms	Velocity_m_s	Argo_Depth_m	Logger_Depth_m	Logger_Temp_C	DucksUnlimited_Temp	Discharge_Dir
1	1822	28/05/2014	IMG_1245	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	10:00:00	0.41667	3.475	0.105	2.933	1.065	14.515	15.5	From_Lake
2	1823	28/05/2014	IMG_1246	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	10:15:00	0.42708	4.61	0.079	2.932	1.064	14.579	15.6	From_Lake
3	1824	28/05/2014	IMG_1247	1	1	0	0	0	0	0	1	0	1	2	1	3	28	5	2014	10:30:00	0.4375	6.814	0.076	2.936	1.064	14.654	15.7	From_Lake
4	1825	28/05/2014	IMG_1248	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	10:45:00	0.44792	7.547	0.076	2.943	1.063	14.695	15.7	From_Lake
5	1826	28/05/2014	IMG_1249	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	11:00:00	0.45833	7.86	0.082	2.939	1.063	14.71	15.7	From_Lake
6	1827	28/05/2014	IMG_1250	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	11:15:00	0.46875	8.655	0.103	2.948	1.064	14.741	15.7	From_Lake
7	1828	28/05/2014	IMG_1251	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	11:30:00	0.47917	7.604	0.143	2.949	1.066	14.784	15.7	From_Lake
8	1829	28/05/2014	IMG_1252	1	1	0	0	0	0	0	0	0	0	2	1	3	28	5	2014	11:45:00	0.48958	7.577	0.157	2.944	1.066	14.816	15.8	From_Lake
9	1830	28/05/2014	IMG_1253	1	1	3	3	3	0	0	0	0	0	2	1	3	28	5	2014	12:00:00	0.5	7.117	0.163	2.941	1.067	14.884	15.8	From_Lake
10	1831	28/05/2014	IMG_1254	1	1	2	2	2	0	0	0	0	0	2	1	3	28	5	2014	12:15:00	0.51042	6.385	0.178	2.943	1.068	14.988	15.8	From_Lake
11	1832	28/05/2014	IMG_1255	1	1	3	3	3	0	0	0	0	0	2	1	3	28	5	2014	12:30:00	0.52083	6.471	0.158	2.944	1.069	15.102	15.8	From_Lake
12	1833	28/05/2014	IMG_1256	1	1	1	1	1	0	0	0	0	0	2	1	3	28	5	2014	12:45:00	0.53125	6.471	0.158	2.944	1.071	15.203	15.8	From_Lake
13	1834	28/05/2014	IMG_1257	1	1	1	1	1	0	0	0	0	0	2	1	3	28	5	2014	13:00:00	0.54167	5.983	0.149	2.944	1.073	15.279	15.7	From_Lake
14	1835	28/05/2014	IMG_1258	1	1	6	6	6	0	0	0	0	0	2	1	3	28	5	2014	13:15:00	0.55208	6.579	0.136	2.944	1.073	15.368	15.8	From_Lake
15	1836	28/05/2014	IMG_1259	1	1	6	6	6	0	0	0	0	0	2	1	3	28	5	2014	13:30:00	0.5625	6.254	0.137	2.945	1.073	15.443	15.9	From_Lake
16	1837	28/05/2014	IMG_1260	1	1	3	3	3	0	0	0	0	0	2	1	3	28	5	2014	13:45:00	0.57292	6.738	0.137	2.945	1.073	15.604	16	From_Lake
17	1838	28/05/2014	IMG_1261	1	1	6	6	6	0	0	0	0	0	2	1	3	28	5	2014	14:00:00	0.58333	6.733	0.128	2.945	1.074	15.59	16.1	From_Lake
18	1839	28/05/2014	IMG_1262	1	1	7	7	7	0	0	0	0	0	2	1	3	28	5	2014	14:15:00	0.59375	6.296	0.139	2.945	1.074	15.692	16.2	From_Lake
19	1840	28/05/2014	IMG_1263	1	1	15	15	15	0	0	0	0	0	2	1	3	28	5	2014	14:30:00	0.60417	5.372	0.133	2.945	1.073	15.785	16.3	From_Lake
20	1841	28/05/2014	IMG_1264	1	1	4	4	4	0	0	0	0	0	2	1	3	28	5	2014	14:45:00	0.61458	5.585	0.142	2.944	1.073	15.922	16.5	From_Lake
21	1842	28/05/2014	IMG_1265	1	1	12	12	12	0	0	0	0	0	2	1	2	28	5	2014	15:00:00	0.625	5.797	0.142	2.943	1.073	16.038	16.5	From_Lake
22	1843	28/05/2014	IMG_1266	1	1	14	14	14	0	0	0	0	0	2	1	2	28	5	2014	15:15:00	0.63542	4.962	0.134	2.942	1.073	16.13	16.6	From_Lake
23	1844	28/05/2014	IMG_1267	1	1	21	21	21	0	0	0	0	0	2	1	2	28	5	2014	15:30:00	0.64583	5.106	0.117	2.941	1.073	16.19	16.7	From_Lake
24	1845	28/05/2014	IMG_1268	1	1	18	18	18	0	0	0	0	0	2	1	2	28	5	2014	15:45:00	0.65625	4.76	0.121	2.94	1.072	16.284	16.8	From_Lake
25	1846	28/05/2014	IMG_1269	1	1	15	15	15	0	0	0	0	0	2	1	2	28	5	2014	16:00:00	0.66667	4.733	0.125	2.939	1.071	16.438	16.9	From_Lake
26	1847	28/05/2014	IMG_1270	1	1	26	26	26	0	0	0	0	0	2	1	2	28	5	2014	16:15:00	0.67708	4.726	0.11	2.94	1.069	16.556	17	From_Lake
27	1848	28/05/2014	IMG_1271	1	1	35	35	35	0	0	0	0	0	2	1	2	28	5	2014	16:30:00	0.6875	3.91	0.112	2.942	1.068	16.667	17.1	From_Lake
28	1849	28/05/2014	IMG_1272	1	1	36	36	36	0	0	0	0	0	2	1	2	28	5	2014	16:45:00	0.69792	2.967	0.106	2.944	1.066	16.786	17.2	From_Lake
29	1850	28/05/2014	IMG_1273	1	1	22	22	22	0	0	0	0	0	2	1	2	28	5	2014	17:00:00	0.70833	2.453	0.105	2.944	1.066	16.872	17.2	From_Lake
30	1851	28/05/2014	IMG_1274	1	1	50	50	50	0	0	0	0	0	2	1	2	28	5	2014	17:15:00	0.71875	1.692	0.105	2.942	1.066	16.952	17.3	From_Lake
31	1852	28/05/2014	IMG_1275	1	1	48	48	48	0	0	0	0	0	2	1	2	28	5	2014	17:30:00	0.72917	1.856	0.09	2.94	1.066	17.02	17.3	From_Lake
32	1853	28/05/2014	IMG_1276	1	1	42	42	42	0	0	0	0	0	2	1	2	28	5	2014	17:45:00	0.73958	1.531	0.073	2.942	1.067	17.057	17.4	From_Lake
33	1854	28/05/2014	IMG_1277	1	1	32	32	32	0	0	0	0	0	2	1	2	28	5	2014	18:00:00	0.75	2.182	0.063	2.941	1.069	17.1	17.4	From_Lake
34	1855	28/05/2014	IMG_1278	1	1	24	24	24	0	0	0	0	0	2	1	2	28	5	2014	18:15:00	0.76042	3.422	0.049	2.938	1.07	17.135	17.4	From_Lake
35	1856	28/05/2014	IMG_1279	1	1	22	22	22	0	0	0	0	0	2	1	2	28	5	2014	18:30:00	0.77083	4.447	0.052	2.939	1.071	17.217	17.5	From_Lake
36	1857	28/05/2014	IMG_1280	1	1	22	22	22	0	0	0	0	0	2	1	3	28	5	2014	18:45:00	0.78125	4.794	0.046	2.938	1.071	17.282	17.5	From_Lake
37	1858	28/05/2014	IMG_1281	1	1	11	11	11	0	0	0	0	0	2	1	3	28	5	2014	19:00:00	0.79167	4.954	0.058	2.941	1.071	17.347	17.6	From_Lake
38	1859	28/05/2014	IMG_1282	1	1	18	18	18	0	0	0	0	0	2	1	2	28	5	2014	19:15:00	0.80208	4.865	0.081	2.939	1.071	17.394	17.6	From_Lake
39	1860	28/05/2014	IMG_1283	1	1	26	26	26	0	0	0	0	0	2	1	2	28	5	2014	19:30:00	0.8125	4.396	0.1	2.939	1.069	17.429	17.7	From_Lake
40	1861	28/05/2014	IMG_1284	1	1	23	23	23	0	0	0	0	0	2	1	2	28	5	2014	19:45:00	0.82292	4.404	0.107	2.938	1.068	17.471	17.7	From_Lake
41	1862	28/05/2014	IMG_1285	1	1	35	35	35	0	0	0	0	0	2	1	2	28	5	2014	20:00:00	0.83333	3.645	0.11	2.929	1.068	17.484	17.7	From_Lake
42	1863	28/05/2014	IMG_1286	1	1	26	26	26	0	0	0	0	0	2	1	2	28	5	2014	20:15:00	0.84375	3.458	0.108	2.935	1.068	17.462	17.8	From_Lake
43	1864	28/05/2014	IMG_1287	1	1	8	8	8	0	0	0	0	0	2	1	2	28	5	2014	20:30:00	0.85417	3.972	0.099	2.94	1.069	17.454	17.8	From_Lake
44	1865	28/05/2014	IMG_1288	1	1	15	15	15	0	0	0	0	0	2	1	2	28	5	2014	20:45:00	0.86458	4.321	0.099	2.943	1.07	17.52	17.9	From_Lake
45	1866	28/05/2014	IMG_1289	1	1	6	6	6	0	0	0	0	0	2	1	2	28	5	2014	21:00:00	0.875	4.742	0.085	2.942	1.068	17.615	17.8	From_Lake
46	1867	28/05/2014	IMG_1290	1	1	11	11	11	0	0	0	0	0	2	1	2	28	5	2014	21:15:00	0.88542	5.499	0.082	2.943	1.069	17.604	17.9	From_Lake
47	1868	28/05/2014	IMG_1291	1	1	15	15	15	0	0	0	0	0	2	1	2	28	5	2014	21:30:00	0.89583	5.502	0.091	2.943	1.07	17.339	17.9	From_Lake
48	1900	29/05/2014	IMG_1323	1	1	13	13	13	0	0	0	0	2	2	1	2	29	5	2014	5:30:00	0.22917	7.246	0.084	2.924	1.054	15.474	15.1	From_Lake
49	1901	29/05/2014	IMG_1324	1	1	17	17	17	0	0	0	0	2	2	1	2	29	5	2014	5:45:00	0.23958	5.683	0.112	2.931	1.054	15.157	15.1	From_Lake
50	1902	29/05/2014	IMG_1325	1	1	22	22	22	0	0	0	0	2	2	1	2	29	5	2014	6:00:00	0.25	4.136	0.132	2.928	1.052	15.003	15.2	From_Lake
51	1903	29/05/2014	IMG_1326	1	1	37	37	37	0	0	0	0	0	2	1	2	29	5	2014	6:15:00	0.26042	2.162	0.138	2.929	1.051	14.996	15.2	From_Lake
52	1904	29/05/2014	IMG_1327	1	1	44	44	44	0	0	0	0	0	2	1	1	29	5	2014	6:30:00	0.27083	0.342	0.153	2.926	1.046	15.009	15.1	From_Lake
53	1905	29/05/2014	IMG_1328	1	1	61	62	62	0	0	0	0	2	2	1	1	29	5	2014	6:45:00	0.28125	-0.41	0.124	2.923	1.047	15.026	15.1	From_Marsh
54	1906	29/05/2014	IMG_1329	1	1	43	45	45	0	0	0	0	5	2	1	1	29	5	2014	7:00:00	0.29167	-1.809	0.095	2.924	1.046	14.899	15.1	From_Marsh
55	1907	29/05/2014	IMG_1330	1	1	51	53	53	0	0	0	0	4	2	1	1	29	5	2014	7:15:00	0.30208	-2.231	0.058	2.928	1.043	14.853	15.1	From_Marsh
56	1908	29/05/2014	IMG_1331	1	1	50	50	50	0	0	0	0	0	2	1	1	29	5	2014	7:30:00	0.3125	-1.543	0.024	2.933	1.045	14.872	15.1	From_Marsh
57	1909	29/05/2014	IMG_1332	1	1	8	10	10	0	0	0	0	20	2	1	2	29	5	2014	7:45:00	0.32292	-0.383	0.01	2.932	1.041	14.636	15.1	From_Marsh
58	1910	29/05/2014	IMG_1333	1	1	29	32	32	3	0	0	0	10	2	1	2	29	5	2014	8:00:00	0.33333	0.287	-0.016	2.933	1.034	14.441	15.1	From_Lake
59	1911	29/05/2014	IMG_1334	1	1	15	16	16	3	0	0	0	10	2	1	2	29	5	2014	8:15:00	0.34375	1.24	-0.024	2.928	1.029	14.52	15.1	From_Lake
60	1912	29/05/2014	IMG_1335	1	1	20	20	20	0	0	0	0	0	2	1	2	29	5	2014	8:30:00	0.35417	0.39	-0.011	2.936	1.027	14.623	15.1	From_Lake
61	1913	29/05/2014	IMG_1336	1	1	35	35	35	0	0	0	0	0	2	1	2	29	5	2014	8:45:00	0.36458	0.046	0.011	2.93	1.034	14.656	15.1	From_Lake
62	1914	29/05/2014	IMG_1337	1	1	34	34	34	0	0	0	0	0	2	1	2	29	5	2014	9:00:00	0.375	0.287	0.023	2.927	1.034	14.788	15.2	From_Lake
63	1915	29/05/2014	IMG_1338	1	1	33	33	33	0	0	0	0	0	2	1	2	29	5	2014	9:15:00	0.38542	0.716	0.041	2.915	1.038	14.774	15.2	From_Lake
64	1916	29/05/2014	IMG_1339	1	1	41	41	41	0	0	0	0	0	2	1	2	29	5	2014	9:30:00	0.39583	0.127	0.025	2.909	1.037	14.728	15.2	From_Lake
65	1917	29/05/2014	IMG_1340	1	1	44	44	44	0	0	0	0	0	2	1	2	29	5	2014	9:45:00	0.40625	-0.248	0.019	2.915	1.042	14.849	15.3	From_Marsh
66	1918	29/05/2014	IMG_1341	1	1	23	23	23	0	0	0	0	0	2	1	3	29	5	2014	10:00:00	0.41667	0.394	0.023	2.927	1.048	14.871	15.3	From_Lake
67	1919	29/05/2014	IMG_1342	1	1	14	14	14	0	0	0	0	0	2	1	3	29	5	2014	10:15:00	0.42708	2.57	0.031	2.927	1.053	14.878	15.4	From_Lake
68	1920	29/05/2014	IMG_1343	1	1	3	3	3	0	0	0	0	0	2	1	3	29	5	2014	10:30:00	0.4375	3.779	0.02	2.927	1.054	14.943	15.4	From_Lake
69	1921	29/05/2014	IMG_1344	1	1	10	10	10	0	0	0	0	0	2	1	3	29	5	2014	10:45:00	0.44792	3.345	0.013	2.926	1.054	14.954	15.4	From_Lake
70	1922	29/05/2014	IMG_1345	1	1	7	7	7	0	0	0	0	0	2	1	3	29	5	2014	11:00:00	0.45833	2.372	0.025	2.926	1.054	14.84	15.5	From_Lake
71	1923	29/05/2014	IMG_1346	1	1	22	22	22	0	0	0	0	0	2	1	3	29	5	2014	11:15:00	0.46875	1.703	0.066	2.931	1.062	14.707	15.5	From_Lake
72	1924	29/05/2014	IMG_1347	1	1	10	10	10	0	0	0	0	0	2	1	3	29	5	2014	11:30:00	0.47917	1.577	0.088	2.931	1.063	14.644	15.4	From_Lake
73	1925	29/05/2014	IMG_1348	1	1	9	9	9	0	0	0	0	0	2	1	3	29	5	2014	11:45:00	0.48958	2.15	0.08	2.929	1.065	14.676	15.5	From_Lake
74	1926	29/05/2014	IMG_1349	1	1	10	10	10	0	0	0	0	0	2	1	3	29	5	2014	12:00:00	0.5	1.575	0.062	2.924	1.065	14.737	15.6	From_Lake
75	1927	29/05/2014	IMG_1350	1	1	19	19	19	0	0	0	0	0	2	1	3	29	5	2014	12:15:00	0.51042	0.959	0.05	2.924	1.06	14.563	15.6	From_Lake
76	1928	29/05/2014	IMG_1351	1	1	22	22	22	0	0	0	0	0	2	2	3	29	5	2014	12:30:00	0.52083	0.073	0.047	2.931	1.061	14.386	15.6	From_Lake
77	1929	29/05/2014	IMG_1352	1	1	13	14	14	0	0	0	0	6	2	2	3	29	5	2014	12:45:00	0.53125	0.451	0.058	2.937	1.065	14.451	15.6	From_Lake
78	1930	29/05/2014	IMG_1353	1	1	20	22	22	0	0	0	0	9	2	1	3	29	5	2014	13:00:00	0.54167	0.725	0.047	2.929	1.064	14.556	15.6	From_Lake
79	1931	29/05/2014	IMG_1354	1	1	22	23	23	0	0	0	0	6	2	1	3	29	5	2014	13:15:00	0.55208	0.291	0.036	2.931	1.06	14.66	15.7	From_Lake
80	1932	29/05/2014	IMG_1355	1	1	22	24	24	0	0	0	0	8	2	1	2	29	5	2014	13:30:00	0.5625	-0.142	0.019	2.933	1.055	14.761	15.7	From_Marsh
81	1933	29/05/2014	IMG_1356	1	1	30	31	31	0	0	0	0	2	2	1	2	29	5	2014	13:45:00	0.57292	-2.52	0.026	2.935	1.046	14.778	15.8	From_Marsh
82	1934	29/05/2014	IMG_1357	1	1	44	47	47	0	0	0	0	6	2	1	1	29	5	2014	14:00:00	0.58333	-5.754	0.031	2.945	1.039	14.904	15.7	From_Marsh
83	1935	29/05/2014	IMG_1358	1	1	54	59	59	0	0	0	0	10	2	1	1	29	5	2014	14:15:00	0.59375	-8.95	0.023	2.95	1.033	14.895	16.3	From_Marsh
84	1936	29/05/2014	IMG_1359	1	1	30	30	30	0	0	0	0	0	2	2	3	29	5	2014	14:30:00	0.60417	-10.314	0.015	2.935	1.045	14.914	15.9	From_Marsh
85	1937	29/05/2014	IMG_1360	1	1	37	39	39	0	0	0	0	7	2	2	2	29	5	2014	14:45:00	0.61458	-10.471	-0.029	2.94	1.039	15.085	15.8	From_Marsh
86	1938	29/05/2014	IMG_1361	1	1	35	37	37	0	0	0	0	7	2	2	1	29	5	2014	15:00:00	0.625	-11.104	-0.089	2.938	1.037	15.246	15.8	From_Marsh
87	1939	29/05/2014	IMG_1362	1	1	47	50	50	0	0	0	0	6	2	2	1	29	5	2014	15:15:00	0.63542	-10.568	-0.149	2.936	1.04	15.422	15.8	From_Marsh
88	1940	29/05/2014	IMG_1363	1	1	53	54	54	0	0	0	0	2	2	1	1	29	5	2014	15:30:00	0.64583	-11.158	-0.173	2.942	1.041	15.613	16.3	From_Marsh
89	1941	29/05/2014	IMG_1364	1	1	42	43	43	0	0	0	0	3	2	1	1	29	5	2014	15:45:00	0.65625	-10.776	-0.176	2.941	1.038	15.726	16.9	From_Marsh
90	1942	29/05/2014	IMG_1365	1	1	40	42	42	0	0	0	0	6	2	1	1	29	5	2014	16:00:00	0.66667	-10.606	-0.188	2.939	1.038	15.784	17.7	From_Marsh
91	1943	29/05/2014	IMG_1366	1	1	51	54	54	0	0	0	0	7	2	1	1	29	5	2014	16:15:00	0.67708	-11.113	-0.178	2.944	1.035	15.793	18.1	From_Marsh
92	1944	29/05/2014	IMG_1367	1	1	48	50	50	0	0	0	0	5	2	1	1	29	5	2014	16:30:00	0.6875	-11.953	-0.189	2.939	1.041	15.749	18.3	From_Marsh
93	1945	29/05/2014	IMG_1368	1	1	44	46	46	0	0	0	0	4	2	1	1	29	5	2014	16:45:00	0.69792	-12.499	-0.182	2.939	1.038	15.914	18.5	From_Marsh
94	1946	29/05/2014	IMG_1369	1	1	45	48	48	0	0	0	0	6	2	1	1	29	5	2014	17:00:00	0.70833	-13.253	-0.178	2.945	1.035	16.407	18.7	From_Marsh
95	1947	29/05/2014	IMG_1370	1	1	42	44	44	0	0	0	0	4	2	1	1	29	5	2014	17:15:00	0.71875	-13.524	-0.188	2.944	1.036	17.077	18.9	From_Marsh
96	1948	29/05/2014	IMG_1371	1	1	57	59	59	0	0	0	0	4	2	1	1	29	5	2014	17:30:00	0.72917	-13.85	-0.203	2.944	1.032	17.632	19.1	From_Marsh
97	1949	29/05/2014	IMG_1372	1	1	65	68	68	0	0	0	0	4	2	1	1	29	5	2014	17:45:00	0.73958	-13.541	-0.213	2.945	1.037	17.798	19.2	From_Marsh
98	1950	29/05/2014	IMG_1373	1	1	43	46	46	0	0	0	0	6	2	1	1	29	5	2014	18:00:00	0.75	-13.117	-0.227	2.944	1.037	17.852	19.2	From_Marsh
99	1951	29/05/2014	IMG_1374	1	1	54	57	57	0	0	0	0	6	2	1	1	29	5	2014	18:15:00	0.76042	-13.542	-0.232	2.944	1.034	17.836	19.3	From_Marsh
100	1952	29/05/2014	IMG_1375	1	1	58	61	61	0	0	0	0	5	2	1	1	29	5	2014	18:30:00	0.77083	-14.471	-0.237	2.95	1.029	17.615	19.3	From_Marsh
101	1953	29/05/2014	IMG_1376	1	1	44	48	48	0	0	0	0	9	2	1	1	29	5	2014	18:45:00	0.78125	-14.324	-0.232	2.949	1.032	17.553	19.3	From_Marsh
102	1954	29/05/2014	IMG_1377	1	1	51	53	53	0	0	0	0	5	2	1	1	29	5	2014	19:00:00	0.79167	-13.994	-0.224	2.947	1.038	17.633	19.4	From_Marsh
103	1955	29/05/2014	IMG_1378	1	1	47	49	49	0	0	0	0	4	2	1	1	29	5	2014	19:15:00	0.80208	-12.697	-0.233	2.943	1.038	17.674	19.4	From_Marsh
104	1956	29/05/2014	IMG_1379	1	1	45	45	45	0	0	0	0	0	2	1	1	29	5	2014	19:30:00	0.8125	-10.87	-0.25	2.941	1.041	17.748	19.4	From_Marsh
105	1957	29/05/2014	IMG_1380	1	1	49	49	49	0	0	0	0	0	2	1	1	29	5	2014	19:45:00	0.82292	-10.185	-0.247	2.946	1.043	17.833	19.4	From_Marsh
106	1958	29/05/2014	IMG_1381	1	1	35	35	35	0	0	0	0	0	2	1	1	29	5	2014	20:00:00	0.83333	-9.311	-0.24	2.948	1.042	18.281	19.4	From_Marsh
107	1959	29/05/2014	IMG_1382	1	1	52	52	52	0	0	0	0	0	2	1	1	29	5	2014	20:15:00	0.84375	-8.654	-0.217	2.946	1.04	18.123	19.4	From_Marsh
108	1960	29/05/2014	IMG_1383	1	1	50	50	50	0	0	0	0	0	2	2	1	29	5	2014	20:30:00	0.85417	-9.868	-0.183	2.944	1.035	18.181	19.5	From_Marsh
109	1961	29/05/2014	IMG_1384	1	1	48	48	48	0	0	0	0	0	2	2	1	29	5	2014	20:45:00	0.86458	-10.779	-0.17	2.947	1.031	18.354	19.5	From_Marsh
110	1962	29/05/2014	IMG_1385	1	1	50	50	50	0	0	0	0	0	2	2	1	29	5	2014	21:00:00	0.875	-12.176	-0.154	2.946	1.032	18.497	19.5	From_Marsh
111	1963	29/05/2014	IMG_1386	1	1	52	54	54	0	0	0	0	4	2	2	1	29	5	2014	21:15:00	0.88542	-12.94	-0.142	2.945	1.034	18.497	19.6	From_Marsh
112	1964	29/05/2014	IMG_1387	1	1	32	33	33	0	0	0	0	4	2	1	3	29	5	2014	21:30:00	0.89583	-12.914	-0.165	2.94	1.033	18.487	19.6	From_Marsh
113	1996	30/05/2014	IMG_1419	1	1	32	33	33	0	0	0	0	2	2	1	3	30	5	2014	5:30:00	0.22917	-3.502	0.055	2.95	1.063	16.508	17.6	From_Marsh
114	1997	30/05/2014	IMG_1420	1	1	24	26	26	0	3	0	0	7	2	1	2	30	5	2014	5:45:00	0.23958	-2.185	0.019	2.948	1.064	16.47	17.6	From_Marsh
115	1998	30/05/2014	IMG_1421	1	1	12	12	12	0	0	0	0	0	2	1	2	30	5	2014	6:00:00	0.25	-0.198	-0.02	2.943	1.068	16.466	17.6	From_Marsh
116	1999	30/05/2014	IMG_1422	1	1	0	0	0	0	0	0	0	0	2	1	2	30	5	2014	6:15:00	0.26042	2.337	-0.046	2.948	1.069	16.458	17.6	From_Lake
117	2000	30/05/2014	IMG_1423	1	1	0	0	0	0	1	0	0	5	2	1	3	30	5	2014	6:30:00	0.27083	4.685	-0.047	2.944	1.071	16.485	17.4	From_Lake
118	2001	30/05/2014	IMG_1424	1	1	1	1	1	0	0	0	0	0	2	1	3	30	5	2014	6:45:00	0.28125	6.487	-0.023	2.951	1.072	16.486	17.4	From_Lake
119	2002	30/05/2014	IMG_1425	1	1	2	2	2	0	0	0	0	0	2	1	3	30	5	2014	7:00:00	0.29167	8.596	0.014	2.955	1.077	16.447	17.3	From_Lake
120	2003	30/05/2014	IMG_1426	1	1	1	1	1	0	0	0	0	0	2	1	3	30	5	2014	7:15:00	0.30208	8.738	0.061	2.954	1.076	16.413	17.3	From_Lake
121	2004	30/05/2014	IMG_1427	1	1	0	0	0	0	0	0	0	0	2	1	3	30	5	2014	7:30:00	0.3125	8.488	0.104	2.946	1.078	16.404	17.3	From_Lake
122	2005	30/05/2014	IMG_1428	1	1	0	0	0	0	1	0	0	2	2	1	3	30	5	2014	7:45:00	0.32292	8.465	0.137	2.949	1.076	16.425	17.3	From_Lake
123	2006	30/05/2014	IMG_1429	1	1	1	1	1	0	0	0	0	0	2	1	3	30	5	2014	8:00:00	0.33333	6.283	0.176	2.947	1.074	16.449	17.3	From_Lake
124	2007	30/05/2014	IMG_1430	1	1	5	5	5	0	0	0	0	0	2	1	3	30	5	2014	8:15:00	0.34375	6.632	0.179	2.948	1.07	16.467	17.3	From_Lake
125	2008	30/05/2014	IMG_1431	1	1	12	12	12	0	0	0	0	0	2	1	3	30	5	2014	8:30:00	0.35417	2.41	0.174	2.947	1.067	16.466	17.3	From_Lake
126	2009	30/05/2014	IMG_1432	1	1	0	0	0	0	14	0	0	34	2	1	3	30	5	2014	8:45:00	0.36458	2.704	0.173	2.953	1.067	16.475	17.4	From_Lake
127	2010	30/05/2014	IMG_1433	1	1	10	10	10	0	0	0	0	0	2	1	3	30	5	2014	9:00:00	0.375	3.007	0.133	2.952	1.069	16.501	17.4	From_Lake
128	2011	30/05/2014	IMG_1434	1	1	21	21	21	0	0	0	0	0	2	1	3	30	5	2014	9:15:00	0.38542	3.878	0.14	2.945	1.071	16.532	17.5	From_Lake
129	2012	30/05/2014	IMG_1435	1	1	8	8	8	0	0	0	0	0	2	1	3	30	5	2014	9:30:00	0.39583	5.058	0.062	2.948	1.072	16.57	17.6	From_Lake
130	2013	30/05/2014	IMG_1436	1	1	27	27	27	0	0	0	0	0	2	1	3	30	5	2014	9:45:00	0.40625	4.665	0.068	2.946	1.072	16.654	17.6	From_Lake
131	2014	30/05/2014	IMG_1437	1	1	18	18	18	0	0	0	0	0	2	1	3	30	5	2014	10:00:00	0.41667	5.153	0.073	2.948	1.074	16.742	17.7	From_Lake
132	2015	30/05/2014	IMG_1438	1	1	15	15	15	0	0	0	0	0	2	1	3	30	5	2014	10:15:00	0.42708	4.833	0.089	2.949	1.074	16.911	17.7	From_Lake
133	2016	30/05/2014	IMG_1439	1	1	16	16	16	0	0	0	0	0	2	1	3	30	5	2014	10:30:00	0.4375	4.838	0.111	2.944	1.071	17.066	17.9	From_Lake
134	2017	30/05/2014	IMG_1440	1	1	22	22	22	0	0	0	0	0	2	1	3	30	5	2014	10:45:00	0.44792	4.035	0.104	2.94	1.068	17.22	18	From_Lake
135	2018	30/05/2014	IMG_1441	1	1	14	14	14	0	0	0	0	0	2	1	3	30	5	2014	11:00:00	0.45833	3.035	0.113	2.94	1.065	17.379	18.1	From_Lake
136	2019	30/05/2014	IMG_1442	1	1	18	19	19	0	1	0	0	5	2	1	3	30	5	2014	11:15:00	0.46875	2.55	0.107	2.942	1.064	17.523	18.2	From_Lake
137	2020	30/05/2014	IMG_1443	1	1	2	2	2	0	6	0	0	20	2	1	3	30	5	2014	11:30:00	0.47917	2.113	0.107	2.943	1.065	17.62	18.2	From_Lake
138	2021	30/05/2014	IMG_1444	1	1	0	0	0	0	0	0	0	0	2	1	3	30	5	2014	11:45:00	0.48958	2.155	0.093	2.935	1.066	17.705	18.4	From_Lake
139	2022	30/05/2014	IMG_1445	1	1	3	3	3	0	0	0	0	0	2	1	3	30	5	2014	12:00:00	0.5	4.285	0.074	2.935	1.066	17.8	18.4	From_Lake
140	2023	30/05/2014	IMG_1446	1	1	19	19	19	0	0	0	0	0	2	1	3	30	5	2014	12:15:00	0.51042	3.103	0.065	2.935	1.065	17.855	18.5	From_Lake
141	2024	30/05/2014	IMG_1447	1	1	0	0	0	0	0	0	0	0	2	1	3	30	5	2014	12:30:00	0.52083	2.169	0.057	2.93	1.067	17.95	18.6	From_Lake
142	2025	30/05/2014	IMG_1448	1	1	3	3	3	0	0	0	0	0	2	1	3	30	5	2014	12:45:00	0.53125	3.542	0.058	2.94	1.068	18.12	18.7	From_Lake
143	2026	30/05/2014	IMG_1449	1	1	27	29	29	0	0	0	0	7	2	1	2	30	5	2014	13:00:00	0.54167	3.141	0.097	2.939	1.073	18.31	18.8	From_Lake
144	2027	30/05/2014	IMG_1450	1	1	29	31	31	0	0	0	0	8	2	1	2	30	5	2014	13:15:00	0.55208	2.984	0.076	2.929	1.074	18.405	18.9	From_Lake
145	2028	30/05/2014	IMG_1451	1	1	15	18	18	0	0	0	0	17	2	1	2	30	5	2014	13:30:00	0.5625	2.667	0.058	2.932	1.077	18.563	19	From_Lake
146	2029	30/05/2014	IMG_1452	1	1	7	7	7	0	1	0	0	6	2	1	2	30	5	2014	13:45:00	0.57292	3.752	0.084	2.933	1.08	18.759	19.1	From_Lake
147	2030	30/05/2014	IMG_1453	1	1	12	12	12	0	0	0	0	4	2	1	2	30	5	2014	14:00:00	0.58333	4.288	0.076	2.934	1.079	18.941	19.2	From_Lake
