SortIt	Order	Date	Image_Name	SiteNo	SideNo	LFC	LFCC	LFCCR	DF	Pelicans	Grebes	Cormorant	Percent_Obstructed	Exposure	Image_Clarity	Water_Clarity	Month	Day	Year	Time	Time_as_Num	Discharge_cms	Velocity_m_s	Argo_Depth_m	Logger_Depth_m	Logger_Temp_C	DucksUnlimited_Temp	Discharge_Dir
1953	4648	26/06/2014	IMG_0316	1	1	39	42	42	0	4	0	0	7	2	1	1	26	6	2014	20:30:00	0.85417	-9.288	-0.152	3.023	1.118	19.047	20.1	From_Marsh
1954	4649	26/06/2014	IMG_0317	1	1	37	39	39	0	2	0	0	5	2	1	1	26	6	2014	20:45:00	0.86458	-8.965	-0.134	3.024	1.12	19.047	20.1	From_Marsh
1955	4650	26/06/2014	IMG_0318	1	1	38	42	42	0	4	0	0	9	2	1	1	26	6	2014	21:00:00	0.875	-8.996	-0.137	3.025	1.12	19.044	20.1	From_Marsh
1956	4651	26/06/2014	IMG_0319	1	1	15	18	18	0	5	0	0	20	1	1	1	26	6	2014	21:15:00	0.88542	-9.028	-0.142	3.025	1.119	19.043	20.1	From_Marsh
1957	4652	26/06/2014	IMG_0320	1	1	30	34	34	0	1	0	0	13	2	2	1	26	6	2014	21:30:00	0.89583	-9.105	-0.145	3.026	1.117	19.049	20	From_Marsh
1958	4653	26/06/2014	IMG_0321	1	1	12	15	15	0	4	0	0	22	2	1	1	26	6	2014	21:45:00	0.90625	-8.765	-0.14	3.025	1.119	19.053	20	From_Marsh
1959	4684	27/06/2014	IMG_0352	1	1	41	45	45	0	2	0	0	10	2	1	1	27	6	2014	5:30:00	0.22917	-4.779	-0.025	3.029	1.125	18.658	19.6	From_Marsh
1960	4685	27/06/2014	IMG_0353	1	1	47	48	48	0	1	0	0	2	2	1	1	27	6	2014	5:45:00	0.23958	-5.038	-0.045	3.028	1.126	18.653	19.6	From_Marsh
1961	4686	27/06/2014	IMG_0354	1	1	33	36	36	0	2	0	0	9	2	1	1	27	6	2014	6:00:00	0.25	-4.719	-0.049	3.026	1.127	18.648	19.6	From_Marsh
1962	4687	27/06/2014	IMG_0355	1	1	47	47	47	0	0	0	0	0	2	1	1	27	6	2014	6:15:00	0.26042	-3.642	-0.068	3.025	1.129	18.642	19.6	From_Marsh
1963	4688	27/06/2014	IMG_0356	1	1	33	35	35	1	1	0	0	7	2	1	1	27	6	2014	6:30:00	0.27083	-2.84	-0.066	3.027	1.129	18.625	19.6	From_Marsh
1964	4689	27/06/2014	IMG_0357	1	1	54	54	54	0	1	0	0	0	2	1	1	27	6	2014	6:45:00	0.28125	-3.234	-0.071	3.028	1.127	18.612	19.6	From_Marsh
1965	4690	27/06/2014	IMG_0358	1	1	62	62	62	0	0	0	0	0	2	1	1	27	6	2014	7:00:00	0.29167	-4.374	-0.065	3.026	1.126	18.606	19.6	From_Marsh
1966	4691	27/06/2014	IMG_0359	1	1	58	63	63	0	3	0	0	9	2	1	1	27	6	2014	7:15:00	0.30208	-5.565	-0.046	3.03	1.122	18.598	19.6	From_Marsh
1967	4692	27/06/2014	IMG_0360	1	1	47	56	56	0	5	0	0	19	2	1	1	27	6	2014	7:30:00	0.3125	-7.196	-0.032	3.029	1.117	18.6	19.6	From_Marsh
1968	4693	27/06/2014	IMG_0361	1	1	59	62	62	0	4	0	0	6	2	1	1	27	6	2014	7:45:00	0.32292	-8.36	-0.039	3.026	1.114	18.604	19.6	From_Marsh
1969	4694	27/06/2014	IMG_0362	1	1	36	41	41	0	5	0	0	14	2	2	1	27	6	2014	8:00:00	0.33333	-10.157	-0.059	3.025	1.113	18.61	19.6	From_Marsh
1970	4695	27/06/2014	IMG_0363	1	1	30	38	38	0	9	0	0	26	1	1	1	27	6	2014	8:15:00	0.34375	-9.885	-0.08	3.023	1.112	18.613	19.6	From_Marsh
1971	4696	27/06/2014	IMG_0364	1	1	43	50	50	0	5	0	0	17	2	1	1	27	6	2014	8:30:00	0.35417	-9.879	-0.109	3.018	1.114	18.616	19.6	From_Marsh
1972	4697	27/06/2014	IMG_0365	1	1	40	47	47	0	4	0	0	17	2	1	1	27	6	2014	8:45:00	0.36458	-8.868	-0.13	3.018	1.119	18.616	19.6	From_Marsh
1973	4698	27/06/2014	IMG_0366	1	1	50	55	55	0	5	0	0	10	2	1	1	27	6	2014	9:00:00	0.375	-7.731	-0.161	3.019	1.119	18.613	19.6	From_Marsh
1974	4699	27/06/2014	IMG_0367	1	1	41	48	48	0	8	0	0	17	2	1	1	27	6	2014	9:15:00	0.38542	-6.179	-0.156	3.021	1.123	18.611	19.6	From_Marsh
1975	4700	27/06/2014	IMG_0368	1	1	33	37	37	0	4	0	0	11	2	1	1	27	6	2014	9:30:00	0.39583	-5.24	-0.156	3.02	1.127	18.608	19.6	From_Marsh
1976	4701	27/06/2014	IMG_0369	1	1	28	31	31	0	3	0	0	11	2	1	1	27	6	2014	9:45:00	0.40625	-4.806	-0.138	3.023	1.127	18.612	19.6	From_Marsh
1977	4702	27/06/2014	IMG_0370	1	1	46	53	53	0	5	0	0	15	2	1	1	27	6	2014	10:00:00	0.41667	-4.156	-0.118	3.023	1.129	18.623	19.6	From_Marsh
1978	4703	27/06/2014	IMG_0371	1	1	34	39	39	0	4	0	0	13	2	1	1	27	6	2014	10:15:00	0.42708	-4.352	-0.091	3.027	1.128	18.642	19.6	From_Marsh
1979	4704	27/06/2014	IMG_0372	1	1	51	55	55	0	2	0	0	7	2	1	1	27	6	2014	10:30:00	0.4375	-3.974	-0.074	3.028	1.129	18.661	19.6	From_Marsh
1980	4705	27/06/2014	IMG_0373	1	1	56	61	61	0	4	0	0	9	2	1	1	27	6	2014	10:45:00	0.44792	-4.72	-0.067	3.027	1.128	18.679	19.6	From_Marsh
1981	4706	27/06/2014	IMG_0374	1	1	43	53	53	0	8	0	0	24	2	1	1	27	6	2014	11:00:00	0.45833	-5.404	-0.055	3.029	1.127	18.693	19.6	From_Marsh
1982	4707	27/06/2014	IMG_0375	1	1	42	46	46	0	6	0	0	8	2	1	1	27	6	2014	11:15:00	0.46875	-5.941	-0.059	3.028	1.125	18.707	19.6	From_Marsh
1983	4708	27/06/2014	IMG_0376	1	1	33	40	40	0	7	0	0	22	1	1	1	27	6	2014	11:30:00	0.47917	-6.709	-0.052	3.025	1.122	18.696	19.6	From_Marsh
1984	4709	27/06/2014	IMG_0377	1	1	30	38	38	0	7	0	0	25	1	1	1	27	6	2014	11:45:00	0.48958	-7.84	-0.065	3.027	1.119	18.692	19.6	From_Marsh
1985	4710	27/06/2014	IMG_0378	1	1	46	53	53	0	5	0	0	14	2	1	1	27	6	2014	12:00:00	0.5	-7.38	-0.077	3.026	1.121	18.692	19.6	From_Marsh
1986	4711	27/06/2014	IMG_0379	1	1	40	46	46	0	4	0	0	16	2	1	1	27	6	2014	12:15:00	0.51042	-7.135	-0.087	3.025	1.121	18.697	19.6	From_Marsh
1987	4712	27/06/2014	IMG_0380	1	1	47	54	54	0	4	0	0	15	2	1	1	27	6	2014	12:30:00	0.52083	-6.811	-0.1	3.024	1.121	18.708	19.7	From_Marsh
1988	4713	27/06/2014	IMG_0381	1	1	44	50	50	0	4	0	0	14	2	1	1	27	6	2014	12:45:00	0.53125	-7.382	-0.12	3.022	1.119	18.726	19.7	From_Marsh
1989	4714	27/06/2014	IMG_0382	1	1	29	35	35	0	7	0	0	19	1	2	1	27	6	2014	13:00:00	0.54167	-7.944	-0.112	3.021	1.116	18.741	19.7	From_Marsh
1990	4715	27/06/2014	IMG_0383	1	1	32	40	40	0	7	0	0	24	1	1	1	27	6	2014	13:15:00	0.55208	-10.21	-0.108	3.024	1.109	18.756	19.7	From_Marsh
1991	4716	27/06/2014	IMG_0384	1	1	34	42	42	0	7	0	0	25	1	1	1	27	6	2014	13:30:00	0.5625	-11.393	-0.102	3.021	1.105	18.763	19.7	From_Marsh
1992	4717	27/06/2014	IMG_0385	1	1	43	51	51	0	6	0	0	18	2	1	1	27	6	2014	13:45:00	0.57292	-12.407	-0.112	3.022	1.105	18.769	19.7	From_Marsh
1993	4718	27/06/2014	IMG_0386	1	1	28	34	34	0	5	0	0	21	1	2	1	27	6	2014	14:00:00	0.58333	-12.65	-0.122	3.02	1.104	18.776	19.7	From_Marsh
1994	4719	27/06/2014	IMG_0387	1	1	31	40	40	0	9	0	0	29	1	2	1	27	6	2014	14:15:00	0.59375	-13.453	-0.162	3.019	1.101	18.8	19.8	From_Marsh
1995	4720	27/06/2014	IMG_0388	1	1	29	31	31	0	5	0	0	8	2	2	1	27	6	2014	14:30:00	0.60417	-13.839	-0.183	3.017	1.1	18.843	19.9	From_Marsh
1996	4721	27/06/2014	IMG_0389	1	1	16	19	19	0	5	0	0	19	2	2	1	27	6	2014	14:45:00	0.61458	-13.513	-0.201	3.016	1.099	18.908	19.9	From_Marsh
1997	4722	27/06/2014	IMG_0390	1	1	20	24	24	0	9	0	0	22	1	2	1	27	6	2014	15:00:00	0.625	-13.429	-0.205	3.018	1.1	18.97	20	From_Marsh
1998	4723	27/06/2014	IMG_0391	1	1	19	25	25	0	12	0	0	32	1	2	1	27	6	2014	15:15:00	0.63542	-13.246	-0.22	3.016	1.1	19.016	20.1	From_Marsh
1999	4724	27/06/2014	IMG_0392	1	1	44	50	50	0	4	0	0	13	2	2	1	27	6	2014	15:30:00	0.64583	-13.137	-0.227	3.011	1.099	19.061	20.1	From_Marsh
2000	4725	27/06/2014	IMG_0393	1	1	38	43	43	0	4	0	0	14	2	1	1	27	6	2014	15:45:00	0.65625	-13.174	-0.221	3.013	1.1	19.11	20.1	From_Marsh
2001	4726	27/06/2014	IMG_0394	1	1	3	4	4	0	8	0	0	28	1	2	1	27	6	2014	16:00:00	0.66667	-12.699	-0.219	3.016	1.101	19.153	20.2	From_Marsh
2002	4727	27/06/2014	IMG_0395	1	1	18	21	21	0	7	0	0	15	2	2	1	27	6	2014	16:15:00	0.67708	-11.347	-0.216	3.015	1.108	19.193	20.2	From_Marsh
2003	4728	27/06/2014	IMG_0396	1	1	44	49	49	0	3	0	0	12	2	2	1	27	6	2014	16:30:00	0.6875	-8.836	-0.214	3.015	1.119	19.237	20.2	From_Marsh
2004	4729	27/06/2014	IMG_0397	1	1	32	39	39	0	7	0	0	23	2	2	1	27	6	2014	16:45:00	0.69792	-5.736	-0.215	3.016	1.127	19.282	20.3	From_Marsh
2005	4730	27/06/2014	IMG_0398	1	1	34	38	38	0	3	0	0	12	2	2	1	27	6	2014	17:00:00	0.70833	-2.96	-0.206	3.017	1.135	19.352	20.4	From_Marsh
2006	4731	27/06/2014	IMG_0399	1	1	21	22	22	0	2	0	0	7	2	1	2	27	6	2014	17:15:00	0.71875	-1.155	-0.182	3.019	1.139	19.441	20.4	From_Marsh
2007	4732	27/06/2014	IMG_0400	1	1	0	0	0	0	0	0	0	0	2	1	2	27	6	2014	17:30:00	0.72917	1.63	-0.137	3.027	1.142	19.527	20.5	From_Lake
2008	4733	27/06/2014	IMG_0401	1	1	0	0	0	0	0	0	0	0	2	1	2	27	6	2014	17:45:00	0.73958	4.195	-0.083	3.032	1.145	19.607	20.5	From_Lake
2009	4734	27/06/2014	IMG_0402	1	1	0	0	0	0	0	0	0	0	2	1	2	27	6	2014	18:00:00	0.75	5.893	-0.034	3.032	1.146	19.677	20.6	From_Lake
2010	4735	27/06/2014	IMG_0403	1	1	0	0	0	0	0	0	0	0	2	1	2	27	6	2014	18:15:00	0.76042	5.913	-0.003	3.034	1.142	19.731	20.7	From_Lake
2011	4736	27/06/2014	IMG_0404	1	1	0	0	0	0	2	0	0	4	2	1	2	27	6	2014	18:30:00	0.77083	4.328	0.046	3.036	1.14	19.785	20.7	From_Lake
2012	4737	27/06/2014	IMG_0405	1	1	0	0	0	0	1	0	0	1	2	1	2	27	6	2014	18:45:00	0.78125	3.531	0.091	3.039	1.143	19.809	20.8	From_Lake
2013	4738	27/06/2014	IMG_0406	1	1	7	7	7	0	0	0	0	0	2	1	2	27	6	2014	19:00:00	0.79167	2.549	0.12	3.039	1.145	19.816	20.8	From_Lake
2014	4739	27/06/2014	IMG_0407	1	1	3	4	4	0	6	0	0	21	1	1	2	27	6	2014	19:15:00	0.80208	2.293	0.121	3.037	1.145	19.815	20.8	From_Lake
2015	4740	27/06/2014	IMG_0408	1	1	16	16	16	0	2	0	0	2	2	1	2	27	6	2014	19:30:00	0.8125	0.826	0.093	3.035	1.145	19.811	20.8	From_Lake
2016	4741	27/06/2014	IMG_0409	1	1	0	0	0	0	4	0	0	15	2	1	2	27	6	2014	19:45:00	0.82292	0.194	0.079	3.038	1.142	19.805	20.8	From_Lake
2017	4742	27/06/2014	IMG_0410	1	1	2	2	2	0	1	0	0	5	2	1	2	27	6	2014	20:00:00	0.83333	0.308	0.062	3.036	1.138	19.799	20.9	From_Lake
2018	4743	27/06/2014	IMG_0411	1	1	2	2	2	0	1	0	0	4	2	1	2	27	6	2014	20:15:00	0.84375	-1.185	0.058	3.038	1.136	19.808	20.9	From_Marsh
2019	4744	27/06/2014	IMG_0412	1	1	1	1	1	0	0	0	0	0	2	1	2	27	6	2014	20:30:00	0.85417	-2.387	0.032	3.037	1.134	19.817	20.9	From_Marsh
2020	4745	27/06/2014	IMG_0413	1	1	0	0	0	0	3	0	0	4	2	1	2	27	6	2014	20:45:00	0.86458	-2.762	0.021	3.038	1.133	19.835	20.8	From_Marsh
2021	4746	27/06/2014	IMG_0414	1	1	8	8	8	0	0	0	0	0	2	2	2	27	6	2014	21:00:00	0.875	-2.962	0.023	3.037	1.135	19.863	20.8	From_Marsh
2022	4747	27/06/2014	IMG_0415	1	1	0	0	0	0	0	0	0	0	2	2	2	27	6	2014	21:15:00	0.88542	-3.509	-0.003	3.035	1.133	19.877	20.9	From_Marsh
2023	4748	27/06/2014	IMG_0416	1	1	3	3	3	0	1	0	0	5	2	2	3	27	6	2014	21:30:00	0.89583	-4.505	-0.024	3.032	1.129	19.885	20.8	From_Marsh
2024	4749	27/06/2014	IMG_0417	1	1	37	38	38	0	0	0	0	2	2	1	2	27	6	2014	21:45:00	0.90625	-5.229	-0.031	3.034	1.131	19.884	20.8	From_Marsh
2025	4780	28/06/2014	IMG_0448	1	1	47	50	50	0	3	0	0	6	2	1	1	28	6	2014	5:30:00	0.22917	-3.3	-0.132	3.021	1.132	19.599	20.6	From_Marsh
2026	4781	28/06/2014	IMG_0449	1	1	26	27	27	0	2	0	0	6	2	1	1	28	6	2014	5:45:00	0.23958	-1.871	-0.138	3.024	1.137	19.582	20.6	From_Marsh
2027	4782	28/06/2014	IMG_0450	1	1	24	24	24	0	0	0	0	0	2	1	2	28	6	2014	6:00:00	0.25	0.422	-0.12	3.027	1.138	19.568	20.6	From_Lake
2028	4783	28/06/2014	IMG_0451	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	6:15:00	0.26042	1.945	-0.076	3.03	1.141	19.559	20.6	From_Lake
2029	4784	28/06/2014	IMG_0452	1	1	0	0	0	0	3	0	0	0	2	1	2	28	6	2014	6:30:00	0.27083	3.128	-0.04	3.03	1.141	19.55	20.6	From_Lake
2030	4785	28/06/2014	IMG_0453	1	1	0	0	0	0	1	0	0	5	2	1	2	28	6	2014	6:45:00	0.28125	4.569	-0.015	3.033	1.145	19.543	20.5	From_Lake
2031	4786	28/06/2014	IMG_0454	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	7:00:00	0.29167	5.199	0.025	3.031	1.144	19.526	20.5	From_Lake
2032	4787	28/06/2014	IMG_0455	1	1	0	0	0	0	4	0	0	16	2	1	2	28	6	2014	7:15:00	0.30208	5.26	0.052	3.035	1.144	19.501	20.5	From_Lake
2033	4788	28/06/2014	IMG_0456	1	1	4	4	4	0	0	0	0	0	2	1	2	28	6	2014	7:30:00	0.3125	4.388	0.072	3.038	1.142	19.471	20.5	From_Lake
2034	4789	28/06/2014	IMG_0457	1	1	18	19	19	0	2	0	0	6	2	1	2	28	6	2014	7:45:00	0.32292	3.262	0.097	3.039	1.142	19.449	20.5	From_Lake
2035	4790	28/06/2014	IMG_0458	1	1	21	21	21	0	1	0	0	1	2	1	2	28	6	2014	8:00:00	0.33333	0.365	0.108	3.038	1.139	19.437	20.5	From_Lake
2036	4791	28/06/2014	IMG_0459	1	1	11	11	11	1	1	0	2	3	2	1	2	28	6	2014	8:15:00	0.34375	-1.557	0.109	3.039	1.136	19.443	20.5	From_Marsh
2037	4792	28/06/2014	IMG_0460	1	1	16	16	16	0	0	0	0	0	2	1	2	28	6	2014	8:30:00	0.35417	-2.677	0.094	3.036	1.137	19.455	20.5	From_Marsh
2038	4793	28/06/2014	IMG_0461	1	1	17	17	17	0	0	0	0	0	2	1	2	28	6	2014	8:45:00	0.36458	-3.372	0.075	3.033	1.138	19.481	20.5	From_Marsh
2039	4794	28/06/2014	IMG_0462	1	1	25	25	25	0	0	0	0	0	2	1	1	28	6	2014	9:00:00	0.375	-3.203	0.024	3.031	1.14	19.525	20.5	From_Marsh
2040	4795	28/06/2014	IMG_0463	1	1	6	6	6	0	0	0	0	0	2	1	2	28	6	2014	9:15:00	0.38542	-1.708	-0.01	3.033	1.144	19.561	20.6	From_Marsh
2041	4796	28/06/2014	IMG_0464	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	9:30:00	0.39583	0.655	-0.029	3.034	1.144	19.601	20.6	From_Lake
2042	4797	28/06/2014	IMG_0465	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	9:45:00	0.40625	1.863	-0.041	3.037	1.142	19.633	20.6	From_Lake
2043	4798	28/06/2014	IMG_0466	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	10:00:00	0.41667	1.976	-0.038	3.039	1.139	19.648	20.6	From_Lake
2044	4799	28/06/2014	IMG_0467	1	1	0	0	0	0	0	0	2	2	2	1	2	28	6	2014	10:15:00	0.42708	1.313	-0.012	3.041	1.137	19.665	20.6	From_Lake
2045	4800	28/06/2014	IMG_0468	1	1	0	0	0	0	1	0	0	5	2	1	2	28	6	2014	10:30:00	0.4375	-0.725	0.029	3.042	1.136	19.69	20.7	From_Marsh
2046	4801	28/06/2014	IMG_0469	1	1	6	6	6	0	1	0	1	4	2	1	2	28	6	2014	10:45:00	0.44792	-1.327	0.05	3.039	1.137	19.709	20.7	From_Marsh
2047	4802	28/06/2014	IMG_0470	1	1	31	32	31	0	0	0	1	2	2	1	2	28	6	2014	11:00:00	0.45833	-2.731	0.052	3.037	1.137	19.745	20.7	From_Marsh
2048	4803	28/06/2014	IMG_0471	1	1	6	7	7	1	0	0	0	9	2	1	2	28	6	2014	11:15:00	0.46875	-2.102	0.041	3.035	1.139	19.805	20.8	From_Marsh
2049	4804	28/06/2014	IMG_0472	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	11:30:00	0.47917	-1.013	0.005	3.033	1.143	19.849	20.9	From_Marsh
2050	4805	28/06/2014	IMG_0473	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	11:45:00	0.48958	0.797	-0.006	3.033	1.145	19.895	20.9	From_Lake
2051	4806	28/06/2014	IMG_0474	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	12:00:00	0.5	3.245	-0.03	3.032	1.146	19.927	20.8	From_Lake
2052	4807	28/06/2014	IMG_0475	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	12:15:00	0.51042	5.658	-0.019	3.034	1.148	19.971	21	From_Lake
2053	4808	28/06/2014	IMG_0476	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	12:30:00	0.52083	7.076	0	3.036	1.148	20.012	21.1	From_Lake
2054	4809	28/06/2014	IMG_0477	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	12:45:00	0.53125	8.118	0.032	3.038	1.149	20.066	21.1	From_Lake
2055	4810	28/06/2014	IMG_0478	1	1	0	0	0	0	0	0	0	4	2	1	2	28	6	2014	13:00:00	0.54167	8.854	0.074	3.039	1.151	20.108	21.1	From_Lake
2056	4811	28/06/2014	IMG_0479	1	1	0	0	0	0	2	0	0	6	2	1	2	28	6	2014	13:15:00	0.55208	8.677	0.116	3.038	1.151	20.139	21.2	From_Lake
2057	4812	28/06/2014	IMG_0480	1	1	12	12	12	0	2	0	0	2	2	2	2	28	6	2014	13:30:00	0.5625	5.546	0.141	3.033	1.153	20.16	21.2	From_Lake
2058	4813	28/06/2014	IMG_0481	1	1	23	24	24	0	2	0	0	5	2	1	2	28	6	2014	13:45:00	0.57292	2.309	0.159	3.035	1.154	20.183	21.2	From_Lake
2059	4814	28/06/2014	IMG_0482	1	1	28	29	29	0	2	0	0	5	2	2	1	28	6	2014	14:00:00	0.58333	2.712	0.172	3.033	1.157	20.206	21.2	From_Lake
2060	4815	28/06/2014	IMG_0483	1	1	9	10	10	0	2	0	0	9	2	1	3	28	6	2014	14:15:00	0.59375	4.085	0.169	3.032	1.158	20.223	21.2	From_Lake
2061	4816	28/06/2014	IMG_0484	1	1	28	29	29	0	1	0	0	4	2	1	2	28	6	2014	14:30:00	0.60417	3.783	0.115	3.022	1.161	20.244	21.3	From_Lake
2062	4817	28/06/2014	IMG_0485	1	1	1	1	1	0	4	0	0	12	2	1	2	28	6	2014	14:45:00	0.61458	5.218	0.058	3.03	1.162	20.306	21.3	From_Lake
2063	4818	28/06/2014	IMG_0486	1	1	0	0	0	0	2	0	0	9	2	1	2	28	6	2014	15:00:00	0.625	7.035	0.065	3.03	1.17	20.344	21.3	From_Lake
2064	4819	28/06/2014	IMG_0487	1	1	0	0	0	0	2	0	0	2	2	1	2	28	6	2014	15:15:00	0.63542	7.771	0.089	3.031	1.171	20.34	21.3	From_Lake
2065	4820	28/06/2014	IMG_0488	1	1	2	2	2	0	0	0	0	0	2	1	2	28	6	2014	15:30:00	0.64583	8.358	0.084	3.023	1.168	20.328	21.3	From_Lake
2066	4821	28/06/2014	IMG_0489	1	1	0	0	0	0	3	0	0	8	2	1	2	28	6	2014	15:45:00	0.65625	8.575	0.108	3.044	1.17	20.331	21.3	From_Lake
2067	4822	28/06/2014	IMG_0490	1	1	0	0	0	0	4	0	0	10	2	1	2	28	6	2014	16:00:00	0.66667	9.158	0.139	3.05	1.174	20.323	21.3	From_Lake
2068	4823	28/06/2014	IMG_0491	1	1	1	1	1	0	2	0	0	9	2	1	2	28	6	2014	16:15:00	0.67708	9.619	0.153	3.034	1.169	20.311	21.3	From_Lake
2069	4824	28/06/2014	IMG_0492	1	1	0	0	0	0	1	0	0	3	2	1	2	28	6	2014	16:30:00	0.6875	11.153	0.163	3.037	1.171	20.3	21.3	From_Lake
2070	4825	28/06/2014	IMG_0493	1	1	0	0	0	0	1	0	0	5	2	1	2	28	6	2014	16:45:00	0.69792	10.855	0.167	3.035	1.171	20.284	21.3	From_Lake
2071	4826	28/06/2014	IMG_0494	1	1	0	0	0	0	0	0	0	0	2	2	2	28	6	2014	17:00:00	0.70833	11.389	0.177	3.036	1.173	20.272	21.3	From_Lake
2072	4827	28/06/2014	IMG_0495	1	1	0	0	0	0	0	0	0	0	2	1	2	28	6	2014	17:15:00	0.71875	6.247	0.184	3.046	1.162	20.26	21.3	From_Lake
2073	4828	28/06/2014	IMG_0496	1	1	1	1	1	0	0	0	0	0	2	1	2	28	6	2014	17:30:00	0.72917	4.345	0.211	3.042	1.182	20.26	21.3	From_Lake
2074	4829	28/06/2014	IMG_0497	1	1	9	9	9	0	0	0	0	0	2	1	2	28	6	2014	17:45:00	0.73958	3.578	0.206	3.041	1.172	20.272	21.4	From_Lake
2075	4830	28/06/2014	IMG_0498	1	1	17	17	17	0	0	0	0	0	2	1	2	28	6	2014	18:00:00	0.75	3.398	0.214	3.051	1.168	20.32	21.4	From_Lake
2076	4831	28/06/2014	IMG_0499	1	1	23	23	23	0	0	0	0	0	2	1	2	28	6	2014	18:15:00	0.76042	1.013	0.126	3.048	1.168	20.385	21.5	From_Lake
2077	4832	28/06/2014	IMG_0500	1	1	27	27	27	0	0	0	0	0	2	1	2	28	6	2014	18:30:00	0.77083	-0.271	0.092	3.063	1.167	20.453	21.5	From_Marsh
2078	4833	28/06/2014	IMG_0501	1	1	18	18	18	0	0	0	0	0	2	1	2	28	6	2014	18:45:00	0.78125	0.196	0.079	3.06	1.168	20.517	21.5	From_Lake
2079	4834	28/06/2014	IMG_0502	1	1	22	22	22	0	0	0	0	0	2	1	2	28	6	2014	19:00:00	0.79167	0.49	0.076	3.057	1.169	20.571	21.6	From_Lake
2080	4835	28/06/2014	IMG_0503	1	1	3	3	3	0	0	0	0	0	2	1	2	28	6	2014	19:15:00	0.80208	0.869	0.035	3.06	1.171	20.614	21.6	From_Lake
2081	4836	28/06/2014	IMG_0504	1	1	4	4	4	0	0	0	0	0	2	1	3	28	6	2014	19:30:00	0.8125	2.175	0.013	3.061	1.171	20.662	21.6	From_Lake
2082	4837	28/06/2014	IMG_0505	1	1	29	29	29	0	0	0	0	0	2	1	2	28	6	2014	19:45:00	0.82292	0.373	0.021	3.062	1.165	20.69	21.7	From_Lake
2083	4838	28/06/2014	IMG_0506	1	1	24	24	24	0	0	0	0	0	2	1	2	28	6	2014	20:00:00	0.83333	-1.43	0.026	3.066	1.164	20.716	21.7	From_Marsh
2084	4839	28/06/2014	IMG_0507	1	1	35	35	35	0	0	0	0	0	2	1	1	28	6	2014	20:15:00	0.84375	-3.987	0.033	3.064	1.16	20.735	21.7	From_Marsh
2085	4840	28/06/2014	IMG_0508	1	1	34	34	34	0	0	0	0	0	2	1	1	28	6	2014	20:30:00	0.85417	-5.837	0.055	3.057	1.158	20.748	21.5	From_Marsh
2086	4841	28/06/2014	IMG_0509	1	1	45	45	45	0	0	0	0	0	2	1	1	28	6	2014	20:45:00	0.86458	-7.09	0.024	3.056	1.155	20.735	21.6	From_Marsh
2087	4842	28/06/2014	IMG_0510	1	1	46	46	46	0	1	0	0	0	2	1	1	28	6	2014	21:00:00	0.875	-6.881	-0.007	3.052	1.154	20.728	21.7	From_Marsh
2088	4843	28/06/2014	IMG_0511	1	1	34	34	34	0	0	0	0	0	2	1	1	28	6	2014	21:15:00	0.88542	-7.363	-0.051	3.054	1.153	20.714	21.6	From_Marsh
2089	4844	28/06/2014	IMG_0512	1	1	47	47	47	0	0	0	0	0	2	1	1	28	6	2014	21:30:00	0.89583	-9.52	-0.083	3.051	1.146	20.688	21.6	From_Marsh
2090	4845	28/06/2014	IMG_0513	1	1	34	36	36	0	2	0	0	7	2	2	1	28	6	2014	21:45:00	0.90625	-10.866	-0.105	3.053	1.144	20.634	21.5	From_Marsh
2091	4876	29/06/2014	IMG_0544	1	1	26	28	28	0	2	0	0	9	2	1	2	29	6	2014	5:30:00	0.22917	-19.969	-0.355	3.013	1.109	19.517	20.7	From_Marsh
2092	4877	29/06/2014	IMG_0545	1	1	10	10	10	0	1	0	0	4	2	2	2	29	6	2014	5:45:00	0.23958	-19.974	-0.379	3.01	1.096	19.48	20.7	From_Marsh
2093	4878	29/06/2014	IMG_0546	1	1	25	25	25	0	0	0	0	0	2	2	2	29	6	2014	6:00:00	0.25	-21.603	-0.41	3.002	1.099	19.449	20.7	From_Marsh
2094	4879	29/06/2014	IMG_0547	1	1	17	17	17	0	0	0	0	0	2	2	2	29	6	2014	6:15:00	0.26042	-23.87	-0.393	3.026	1.05	19.366	20.6	From_Marsh
2095	4880	29/06/2014	IMG_0548	1	1	12	12	12	0	0	0	0	0	2	2	2	29	6	2014	6:30:00	0.27083	-25.169	-0.329	3.04	1.06	19.29	20.5	From_Marsh
2096	4881	29/06/2014	IMG_0549	1	1	19	19	19	0	0	0	0	0	2	2	2	29	6	2014	6:45:00	0.28125	-24.667	-0.331	3.034	1.097	19.247	20.5	From_Marsh
